sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Male,21,Less than 25,Caucasian,0,1,1,1,1,M,Unl/Disturb Education/Instui,3
Male,27,25 - 45,African-American,0,0,0,1,1,F,Possession Burglary Tools,7
Male,39,25 - 45,Caucasian,0,0,0,0,2,F,Possession of Cocaine,4
Male,29,25 - 45,Caucasian,0,0,0,0,1,F,Uttering a Forged Instrument,1
Male,29,25 - 45,Caucasian,0,0,0,1,2,F,Possession of Cocaine,3
Male,65,Greater than 45,Caucasian,0,0,0,6,35,F,arrest case no charge,4
Male,36,25 - 45,Caucasian,0,0,0,1,24,F,Possession Of Alprazolam,4
Male,46,Greater than 45,African-American,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,7
Male,44,25 - 45,African-American,1,0,0,7,1,F,Poss of Cocaine W/I/D/S 1000FT Park,6
Male,27,25 - 45,African-American,0,0,0,0,1,M,Susp Drivers Lic 1st Offense,2
Male,27,25 - 45,African-American,0,0,0,8,1,F,Felony Battery (Dom Strang),7
Male,61,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,1
Male,47,Greater than 45,African-American,0,0,0,0,1,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,1,1,M,Battery,1
Male,28,25 - 45,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,2
Female,31,25 - 45,Caucasian,0,0,0,1,1,M,Battery,5
Male,26,25 - 45,Caucasian,0,0,0,9,0,M,Violation Of Boater Safety Id,4
Male,53,Greater than 45,African-American,0,0,0,2,1,F,arrest case no charge,2
Male,26,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,5
Male,25,25 - 45,African-American,0,0,0,2,23,F,arrest case no charge,4
Male,23,Less than 25,Other,0,0,0,5,1,M,Resist/Obstruct W/O Violence,10
Female,21,Less than 25,African-American,0,3,1,4,463,M,arrest case no charge,8
Male,23,Less than 25,African-American,0,0,0,1,1,M,Leave Acc/Attend Veh/More $50,4
Male,30,25 - 45,Other,0,1,1,3,1,M,Battery,1
Female,45,Greater than 45,African-American,0,0,0,2,1,F,False Motor Veh Insurance Card,3
Male,27,25 - 45,African-American,0,0,0,2,1,M,Battery,5
Male,57,Greater than 45,African-American,0,0,0,6,132,M,Opert With Susp DL 2nd Offens,9
Male,44,25 - 45,Caucasian,0,0,0,8,782,F,arrest case no charge,6
Female,26,25 - 45,African-American,0,0,0,0,1,M,Battery,2
Male,21,Less than 25,Caucasian,0,0,0,0,1,F,arrest case no charge,8
Male,63,Greater than 45,African-American,0,0,0,1,347,F,Felony Battery (Dom Strang),6
Female,62,Greater than 45,Caucasian,0,0,0,0,1,M,Lve/Scen/Acc/Veh/Prop/Damage,1
Male,48,Greater than 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,3
Male,53,Greater than 45,African-American,0,0,0,1,90,M,DWLS Susp/Cancel Revoked,1
Male,62,Greater than 45,African-American,0,0,0,3,1,M,DUI Property Damage/Injury,3
Male,28,25 - 45,African-American,1,1,0,5,1,F,Aggrav Stalking After Injunctn,10
Male,56,Greater than 45,Caucasian,0,0,0,1,0,F,Fleeing Or Attmp Eluding A Leo,2
Male,35,25 - 45,Hispanic,0,0,0,2,8,F,arrest case no charge,1
Female,56,Greater than 45,Hispanic,0,0,0,2,1,M,Viol Injunction Protect Dom Vi,1
Male,22,Less than 25,African-American,1,0,0,2,1,F,Uttering a Forged Instrument,7
Male,26,25 - 45,African-American,0,0,0,5,1,F,Aggrav Child Abuse-Agg Battery,8
Male,35,25 - 45,African-American,0,0,0,4,159,M,Driving License Suspended,5
Male,22,Less than 25,African-American,0,0,0,1,1,F,Grand Theft in the 3rd Degree,3
Male,60,Greater than 45,Caucasian,0,0,0,3,102,M,Susp Drivers Lic 1st Offense,1
Female,37,25 - 45,African-American,1,0,0,7,1,F,Deliver Cocaine 1000FT Store,3
Female,32,25 - 45,African-American,0,0,0,0,1,F,Uttering Forged Bills,2
Female,33,25 - 45,African-American,0,0,0,3,1,F,Aggravated Assault W/Dead Weap,6
Male,38,25 - 45,Other,0,0,0,2,0,F,Felony Driving While Lic Suspd,3
Male,53,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,32,25 - 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,26,25 - 45,Caucasian,0,0,0,0,1,M,Criminal Mischief Damage <$200,2
Male,61,Greater than 45,Caucasian,0,0,0,0,1,M,DUI Level 0.15 Or Minor In Veh,1
Male,21,Less than 25,African-American,0,0,0,0,1,M,Battery,10
Male,69,Greater than 45,African-American,0,0,0,22,1,M,Assault,5
Male,26,25 - 45,African-American,0,0,0,0,0,M,Driving Under The Influence,4
Male,30,25 - 45,African-American,0,0,0,9,0,F,Poss of Firearm by Convic Felo,10
Male,21,Less than 25,Caucasian,0,0,0,1,5,F,arrest case no charge,4
Male,41,25 - 45,Caucasian,0,0,0,0,1,M,DUI Property Damage/Injury,2
Male,45,Greater than 45,African-American,0,0,0,0,1,F,Driving While License Revoked,6
Male,31,25 - 45,African-American,0,1,3,10,1,F,Driving While License Revoked,5
Male,22,Less than 25,Caucasian,0,0,0,0,2,F,Aggravated Battery On 65/Older,3
Female,54,Greater than 45,Caucasian,0,0,0,0,1,F,Agg Battery Grt/Bod/Harm,3
Male,50,Greater than 45,Caucasian,0,0,0,2,1,M,Battery,1
Female,50,Greater than 45,African-American,0,0,0,5,182,F,arrest case no charge,2
Male,37,25 - 45,Other,2,0,0,11,1,F,Pos Cannabis W/Intent Sel/Del,3
Female,21,Less than 25,African-American,0,0,0,0,1,F,Deliver Cocaine,8
Male,23,Less than 25,Hispanic,0,0,0,6,1,M,Viol Injunct Domestic Violence,7
Male,30,25 - 45,Caucasian,0,0,0,0,1,F,False Imprisonment,3
Male,53,Greater than 45,Caucasian,0,0,0,2,32,F,Possess/Use Weapon 1 Deg Felon,1
Male,30,25 - 45,African-American,0,0,0,11,1,F,arrest case no charge,8
Male,26,25 - 45,Caucasian,0,0,0,5,0,M,Lve/Scen/Acc/Veh/Prop/Damage,4
Female,30,25 - 45,African-American,0,0,0,1,62,F,arrest case no charge,9
Female,59,Greater than 45,African-American,0,0,0,0,1,M,Battery,2
Male,29,25 - 45,African-American,0,0,0,13,1,F,Driving While License Revoked,8
Male,67,Greater than 45,Hispanic,0,0,0,0,4,F,Solicitation On Felony 3 Deg,1
Male,30,25 - 45,Caucasian,0,0,0,13,2,F,Poss Pyrrolidinovalerophenone,8
Male,25,25 - 45,African-American,0,0,0,5,1,M,Battery,5
Male,45,Greater than 45,Hispanic,0,0,0,8,1,F,Felony Petit Theft,6
Male,35,25 - 45,Caucasian,0,0,0,4,167,M,Fail Obey Driv Lic Restrictions,2
Male,22,Less than 25,African-American,0,0,1,0,1,F,Carjacking w/o Deadly Weapon,3
Male,41,25 - 45,African-American,0,0,0,8,0,F,Driving While License Revoked,1
Male,46,Greater than 45,Asian,0,0,0,3,1,F,Possession of Cocaine,5
Male,27,25 - 45,Other,0,0,0,0,1,M,Battery,5
Female,37,25 - 45,African-American,0,0,0,13,1,F,Felony Driving While Lic Suspd,6
Male,22,Less than 25,African-American,0,0,2,0,1,F,Burglary Conveyance Unoccup,3
Male,19,Less than 25,African-American,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,4
Male,45,Greater than 45,Caucasian,0,0,0,2,1,M,arrest case no charge,2
Female,33,25 - 45,African-American,0,0,0,5,1,F,Possession of Cocaine,9
Male,52,Greater than 45,African-American,0,0,0,7,1,F,Felony Petit Theft,5
Female,21,Less than 25,African-American,0,0,0,0,1,F,Possession Of Alprazolam,6
Male,43,25 - 45,African-American,0,0,0,6,81,M,arrest case no charge,10
Male,33,25 - 45,Caucasian,0,0,0,3,1,F,arrest case no charge,6
Male,26,25 - 45,African-American,1,0,0,3,1,F,Felony Battery w/Prior Convict,10
Male,37,25 - 45,Caucasian,0,0,0,0,1,M,Battery,3
Male,38,25 - 45,African-American,0,0,0,1,8,F,Resist Officer w/Violence,1
Male,35,25 - 45,Hispanic,0,0,0,1,1,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,1,1,F,Felony Driving While Lic Suspd,2
Male,40,25 - 45,Other,0,0,0,1,0,F,Felony Battery (Dom Strang),1
Male,21,Less than 25,African-American,1,0,0,1,2,F,arrest case no charge,5
Male,38,25 - 45,Caucasian,0,0,0,3,1,F,Possession of Cocaine,9
Male,37,25 - 45,Caucasian,0,0,0,0,1,M,DUI Property Damage/Injury,4
Male,24,Less than 25,Hispanic,0,0,0,1,78,M,Contribute Delinquency Of A Minor,2
Male,44,25 - 45,Caucasian,0,0,0,0,1,F,Use of Anti-Shoplifting Device,1
Male,30,25 - 45,African-American,0,0,0,0,1,F,Possession of Cannabis,2
Male,40,25 - 45,Hispanic,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,49,Greater than 45,Caucasian,0,0,0,1,23,F,Resist Officer w/Violence,1
Male,67,Greater than 45,Caucasian,0,0,0,0,0,M,DUI- Enhanced,1
Male,59,Greater than 45,African-American,0,0,0,14,1,F,Possession of Cocaine,8
Male,21,Less than 25,African-American,1,0,0,1,1,F,arrest case no charge,10
Male,31,25 - 45,Caucasian,0,0,0,6,1,M,DUI Property Damage/Injury,7
Female,50,Greater than 45,Caucasian,0,0,0,2,1,F,Possession of Cocaine,1
Male,30,25 - 45,African-American,0,0,0,7,1,F,Driving While License Revoked,3
Male,28,25 - 45,Caucasian,0,0,0,1,1,M,Assault,2
Male,48,Greater than 45,African-American,0,0,0,7,1,F,Possession of Cocaine,7
Male,55,Greater than 45,Caucasian,0,0,0,0,1,M,DUI- Enhanced,1
Female,24,Less than 25,Caucasian,0,0,0,1,8,F,False Ownership Info/Pawn Item,3
Male,42,25 - 45,Caucasian,0,0,0,0,1,M,Battery,3
Male,34,25 - 45,African-American,0,0,0,0,0,M,Battery,7
Male,43,25 - 45,African-American,0,0,0,4,0,M,Viol Pretrial Release Dom Viol,5
Male,44,25 - 45,African-American,0,0,0,0,0,F,Aggrav Child Abuse-Causes Harm,1
Male,25,25 - 45,Caucasian,0,0,0,0,0,M,Disorderly Intoxication,7
Male,29,25 - 45,Hispanic,0,1,0,17,1,F,Felony Battery (Dom Strang),6
Male,25,25 - 45,Caucasian,0,0,0,2,1,F,Carrying Concealed Firearm,5
Female,32,25 - 45,African-American,0,0,0,0,1,M,Battery,3
Male,96,Greater than 45,Hispanic,0,0,0,2,3,F,Aggravated Assault W/Dead Weap,2
Male,35,25 - 45,African-American,0,0,0,10,1,M,arrest case no charge,4
Male,29,25 - 45,Hispanic,0,0,0,0,1,M,Battery,2
Male,27,25 - 45,Hispanic,0,1,1,8,1,F,Possession Of Alprazolam,5
Male,41,25 - 45,Hispanic,0,0,0,2,132,F,arrest case no charge,2
Male,31,25 - 45,Hispanic,0,0,0,0,3,M,Petit Theft $100- $300,5
Male,24,Less than 25,African-American,0,0,0,1,1,F,Robbery Sudd Snatch No Weapon,3
Male,34,25 - 45,African-American,0,0,0,0,0,F,arrest case no charge,7
Male,48,Greater than 45,African-American,0,0,0,2,1,F,Grand Theft in the 3rd Degree,1
Male,41,25 - 45,African-American,0,0,0,1,1,F,Grand Theft Firearm,1
Male,26,25 - 45,African-American,0,0,1,12,1,M,Battery,9
Male,42,25 - 45,African-American,0,0,0,0,0,F,Imperson Public Officer or Emplyee,5
Male,29,25 - 45,African-American,0,0,0,0,1,M,Resist/Obstruct W/O Violence,5
Male,26,25 - 45,Caucasian,0,0,0,0,1,M,Battery,2
Female,27,25 - 45,African-American,0,0,0,1,1,F,arrest case no charge,3
Male,35,25 - 45,Caucasian,0,0,0,4,1,M,Battery,2
Male,54,Greater than 45,Caucasian,0,0,0,1,1,F,Grand Theft in the 3rd Degree,1
Male,24,Less than 25,African-American,0,0,0,3,156,M,Trespass Struct/Conveyance,10
Male,20,Less than 25,African-American,0,0,0,0,1,F,Burglary Dwelling Occupied,6
Male,27,25 - 45,Caucasian,0,0,0,0,3,F,arrest case no charge,6
Male,21,Less than 25,African-American,0,0,0,1,1,F,Burglary Unoccupied Dwelling,7
Male,27,25 - 45,Caucasian,0,1,1,7,1,M,Battery,9
Male,34,25 - 45,African-American,1,0,0,11,1,F,arrest case no charge,8
Male,27,25 - 45,Caucasian,0,0,0,4,42,F,Burglary Dwelling Assault/Batt,7
Male,54,Greater than 45,African-American,0,0,0,0,1,M,Petit Theft $100- $300,1
Male,29,25 - 45,Other,0,0,0,2,1,F,Felony Driving While Lic Suspd,2
Male,39,25 - 45,African-American,0,0,0,1,6,F,arrest case no charge,1
Female,22,Less than 25,Caucasian,0,1,1,2,681,F,arrest case no charge,7
Female,33,25 - 45,Caucasian,0,0,0,0,2,M,Susp Drivers Lic 1st Offense,1
Female,25,25 - 45,African-American,0,0,0,2,38,F,arrest case no charge,8
Female,40,25 - 45,Hispanic,0,0,0,7,19,F,arrest case no charge,2
Female,35,25 - 45,African-American,0,0,0,0,1,M,Battery,4
Male,28,25 - 45,Hispanic,0,0,0,0,0,M,Battery,2
Male,53,Greater than 45,African-American,0,0,0,0,3,M,Battery,1
Male,28,25 - 45,Caucasian,0,0,1,2,1,M,Exposes Culpable Negligence,4
Male,26,25 - 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,8
Male,30,25 - 45,African-American,0,0,0,1,1050,F,arrest case no charge,3
Male,31,25 - 45,African-American,0,1,0,3,0,F,Felony Battery (Dom Strang),5
Male,24,Less than 25,Caucasian,0,0,0,3,1,M,Battery,8
Male,45,Greater than 45,Caucasian,0,0,0,19,1,F,Felony Petit Theft,6
Male,33,25 - 45,Hispanic,0,0,0,1,0,M,Driving Under The Influence,4
Male,28,25 - 45,African-American,0,0,0,1,0,F,Possession of Codeine,7
Female,45,Greater than 45,Caucasian,0,0,0,1,1,F,Possession Of Methamphetamine,3
Female,22,Less than 25,African-American,0,0,0,1,528,M,Battery,6
Male,33,25 - 45,Caucasian,0,0,0,3,19,F,arrest case no charge,8
Male,23,Less than 25,Caucasian,0,0,4,4,1,F,Poss Pyrrolidinovalerophenone,6
Male,36,25 - 45,African-American,0,0,0,6,1,F,Cruelty Toward Child,5
Male,22,Less than 25,African-American,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,3
Male,45,Greater than 45,Caucasian,0,0,0,1,511,M,Battery,1
Male,28,25 - 45,African-American,0,0,0,2,1,F,Grand Theft in the 3rd Degree,5
Male,37,25 - 45,African-American,0,0,0,3,1,M,Battery,2
Female,52,Greater than 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Male,26,25 - 45,Caucasian,0,0,0,0,0,F,Aggravated Battery,2
Male,28,25 - 45,Caucasian,0,0,0,4,1,F,Possession Of Heroin,4
Female,33,25 - 45,Caucasian,0,0,0,2,0,F,arrest case no charge,4
Male,23,Less than 25,Caucasian,0,0,1,3,1,F,arrest case no charge,4
Male,31,25 - 45,Caucasian,0,0,1,3,1,M,Driving Under The Influence,4
Female,55,Greater than 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Male,24,Less than 25,Caucasian,0,0,2,3,1,F,Tamper With Witness/Victim/CI,4
Male,37,25 - 45,African-American,0,0,0,2,121,M,Driving License Suspended,1
Male,41,25 - 45,African-American,0,0,0,0,1,F,Aggravated Assault w/Firearm,1
Male,26,25 - 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,2
Male,41,25 - 45,African-American,0,0,0,13,1,F,Aggravated Battery,5
Male,33,25 - 45,African-American,0,0,0,6,1,F,Pos Cannabis W/Intent Sel/Del,6
Male,47,Greater than 45,Hispanic,0,0,0,0,1,M,Exposes Culpable Negligence,1
Male,23,Less than 25,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,5
Male,27,25 - 45,Caucasian,0,0,0,1,1,F,arrest case no charge,3
Male,24,Less than 25,Caucasian,0,0,0,0,1,F,Tamper With Victim,5
Male,23,Less than 25,Other,0,0,0,2,1,M,arrest case no charge,8
Male,30,25 - 45,African-American,0,1,0,10,0,F,arrest case no charge,9
Male,55,Greater than 45,Caucasian,0,0,0,1,0,F,Possession of Cocaine,3
Male,26,25 - 45,African-American,0,0,0,13,1,M,Battery,10
Female,41,25 - 45,African-American,0,1,0,6,65,M,Petit Theft,6
Male,35,25 - 45,African-American,0,0,0,0,0,F,Aggravated Battery,3
Male,26,25 - 45,African-American,0,0,0,4,74,F,Robbery Sudd Snatch No Weapon,4
Male,20,Less than 25,African-American,0,0,0,1,22,M,Prowling/Loitering,4
Male,24,Less than 25,Caucasian,0,0,0,3,1,M,Disorderly Conduct,8
Male,31,25 - 45,African-American,0,2,0,8,1,M,Battery,10
Male,22,Less than 25,African-American,0,1,0,2,1,F,arrest case no charge,9
Male,55,Greater than 45,African-American,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1
Male,33,25 - 45,Caucasian,0,0,0,7,1,F,Neglect Child / No Bodily Harm,9
Male,44,25 - 45,Caucasian,0,0,0,6,1,F,arrest case no charge,6
Male,41,25 - 45,African-American,0,0,0,25,1,F,Possession of Cocaine,9
Male,56,Greater than 45,African-American,0,0,0,9,2644,M,arrest case no charge,8
Male,21,Less than 25,African-American,0,0,0,1,10,F,Burglary Unoccupied Dwelling,3
Male,36,25 - 45,African-American,0,0,0,1,350,F,arrest case no charge,2
Female,48,Greater than 45,Caucasian,0,0,0,1,1,M,DUI Level 0.15 Or Minor In Veh,1
Male,27,25 - 45,Caucasian,0,0,0,6,230,F,arrest case no charge,6
Male,56,Greater than 45,Caucasian,0,0,0,7,1,F,Felony Battery w/Prior Convict,6
Male,39,25 - 45,Caucasian,0,0,0,2,26,M,Battery,1
Male,31,25 - 45,Hispanic,0,0,0,0,1,F,Tampering With Physical Evidence,2
Female,25,25 - 45,Caucasian,0,0,0,0,1,F,Abuse Without Great Harm,6
Male,51,Greater than 45,Caucasian,0,0,0,1,83,F,arrest case no charge,1
Female,28,25 - 45,African-American,0,0,0,3,16,F,Aggravated Battery,5
Male,30,25 - 45,African-American,0,0,0,0,1,F,Possession of Oxycodone,2
Female,19,Less than 25,African-American,0,0,0,0,1,M,Exposes Culpable Negligence,8
Male,20,Less than 25,African-American,0,0,0,0,1,M,Battery,4
Male,57,Greater than 45,Caucasian,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,51,Greater than 45,African-American,0,0,0,8,1,M,Petit Theft $100- $300,6
Male,27,25 - 45,African-American,0,0,0,5,0,F,Possession Of Methamphetamine,3
Male,26,25 - 45,African-American,0,0,2,0,1,F,Traffick Amphetamine 28g><200g,5
Male,23,Less than 25,Caucasian,0,0,0,3,1,M,Petit Theft,8
Male,35,25 - 45,African-American,0,1,0,14,1,M,Battery,8
Female,41,25 - 45,Caucasian,0,0,0,1,700,M,Compulsory Sch Attnd Violation,1
Male,37,25 - 45,African-American,0,0,0,5,29,F,Possession of Cocaine,6
Male,48,Greater than 45,African-American,0,0,0,0,0,F,Felony Battery (Dom Strang),1
Male,21,Less than 25,African-American,0,0,1,0,1,F,Burglary Unoccupied Dwelling,9
Male,19,Less than 25,African-American,3,0,0,3,252,F,arrest case no charge,10
Male,21,Less than 25,African-American,0,0,0,1,31,F,Aggravated Assault W/Dead Weap,5
Male,29,25 - 45,Hispanic,0,0,1,1,205,M,Possess Cannabis/20 Grams Or Less,2
Male,52,Greater than 45,African-American,0,0,0,1,22,M,arrest case no charge,1
Male,23,Less than 25,African-American,0,0,0,5,0,F,"Poss3,4 Methylenedioxymethcath",9
Male,22,Less than 25,African-American,0,0,0,0,1,F,Possession of Cocaine,4
Male,19,Less than 25,African-American,1,0,1,1,40,F,arrest case no charge,10
Male,41,25 - 45,Caucasian,0,0,0,1,1,F,Burglary Conveyance Unoccup,2
Female,25,25 - 45,Caucasian,0,0,0,1,1,M,Battery,5
Male,54,Greater than 45,African-American,0,0,0,0,0,M,Battery,1
Male,25,25 - 45,African-American,4,0,0,13,8,F,arrest case no charge,10
Female,30,25 - 45,Caucasian,0,0,0,0,,M,,4
Female,40,25 - 45,Caucasian,0,0,0,4,1,F,Possession of Cocaine,4
Male,22,Less than 25,African-American,0,0,0,0,0,F,Att Burgl Unoccupied Dwel,7
Male,50,Greater than 45,Caucasian,0,0,0,10,1,F,Fleeing Or Attmp Eluding A Leo,4
Male,35,25 - 45,Caucasian,0,0,0,2,0,M,Battery,3
Male,28,25 - 45,Caucasian,0,0,0,7,1,F,Felony Battery,9
Male,21,Less than 25,African-American,0,0,0,0,1,F,Carrying Concealed Firearm,7
Female,38,25 - 45,Other,0,0,0,6,34,F,Burglary Unoccupied Dwelling,4
Male,27,25 - 45,Caucasian,0,0,0,0,1,F,Burglary Conveyance Unoccup,3
Male,22,Less than 25,African-American,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,3
Female,38,25 - 45,Hispanic,0,0,0,20,1,F,Battery on Law Enforc Officer,9
Male,32,25 - 45,African-American,2,0,0,26,32,F,Possession of Cocaine,10
Male,32,25 - 45,Caucasian,0,0,0,0,0,F,Possession Of Methamphetamine,5
Male,59,Greater than 45,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,30,25 - 45,Caucasian,0,0,0,19,69,F,Possession of Cocaine,10
Male,20,Less than 25,Other,0,0,0,0,1,M,Battery,6
Male,59,Greater than 45,Caucasian,0,0,0,0,0,F,Possession Of Alprazolam,1
Female,44,25 - 45,Caucasian,0,0,0,1,4,F,Battery on Law Enforc Officer,1
Male,26,25 - 45,African-American,0,1,1,9,1,M,Resist/Obstruct W/O Violence,10
Male,30,25 - 45,African-American,0,1,0,9,1,F,Driving While License Revoked,6
Female,35,25 - 45,Caucasian,0,0,0,2,1,F,Grand Theft (Motor Vehicle),4
Male,25,25 - 45,African-American,0,1,1,3,0,M,Susp Drivers Lic 1st Offense,8
Male,44,25 - 45,Hispanic,0,0,0,0,2,M,Battery,1
Male,40,25 - 45,African-American,0,0,0,7,77,F,Grand Theft in the 3rd Degree,8
Female,31,25 - 45,African-American,0,0,0,0,5,M,Battery,6
Female,32,25 - 45,African-American,0,0,0,0,1,F,Burglary Conveyance Unoccup,3
Male,37,25 - 45,African-American,0,0,0,22,0,F,arrest case no charge,9
Male,22,Less than 25,Caucasian,1,0,0,2,1,F,arrest case no charge,4
Male,38,25 - 45,African-American,0,0,0,8,1,M,Unlaw Use False Name/Identity,6
Male,34,25 - 45,Caucasian,0,0,0,2,1,F,arrest case no charge,4
Male,30,25 - 45,African-American,0,1,0,7,1,F,arrest case no charge,3
Female,38,25 - 45,Caucasian,0,0,0,0,1,F,Resist Officer w/Violence,4
Male,36,25 - 45,African-American,0,0,0,10,1,F,Poss of Cocaine W/I/D/S 1000FT Park,10
Male,46,Greater than 45,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,22,Less than 25,Native American,0,0,2,0,,M,,4
Male,35,25 - 45,Caucasian,0,0,0,2,0,F,Battery On Fire Fighter,5
Male,35,25 - 45,African-American,0,0,0,0,1,F,Tamper With Witness/Victim/CI,1
Male,20,Less than 25,Other,0,0,0,1,1,F,Possession Burglary Tools,6
Female,30,25 - 45,African-American,0,0,0,9,1,F,Felony Petit Theft,9
Male,34,25 - 45,African-American,0,0,0,16,1,F,Fleeing or Eluding a LEO,9
Male,31,25 - 45,Caucasian,0,0,0,3,19,F,Possession of Hydromorphone,4
Male,32,25 - 45,Hispanic,0,0,0,0,1,M,Driving Under The Influence,1
Male,31,25 - 45,Caucasian,0,1,1,4,0,F,arrest case no charge,8
Male,22,Less than 25,Caucasian,0,1,1,2,1,F,Possession Of Alprazolam,8
Male,31,25 - 45,Hispanic,0,0,0,0,1,F,Grand Theft in the 3rd Degree,10
Male,36,25 - 45,African-American,0,0,0,5,1,M,Battery,5
Male,39,25 - 45,African-American,0,0,0,2,78,M,Driving License Suspended,1
Male,51,Greater than 45,African-American,0,0,0,9,1,F,Possession of Cocaine,9
Male,35,25 - 45,African-American,0,0,0,7,1,F,Felony Driving While Lic Suspd,2
Male,30,25 - 45,African-American,0,0,0,1,548,F,Possession Of Alprazolam,7
Male,35,25 - 45,Hispanic,0,0,1,0,1,F,Possession Of Heroin,3
Male,23,Less than 25,Hispanic,0,0,0,0,1,F,Driving While License Revoked,2
Male,43,25 - 45,Caucasian,0,0,0,3,54,M,Battery,1
Male,37,25 - 45,African-American,0,0,0,0,1,M,Contribute Delinquency Of A Minor,3
Male,25,25 - 45,African-American,0,0,2,3,811,M,Oper Motorcycle W/O Valid DL,6
Male,33,25 - 45,Hispanic,0,0,0,8,165,F,Resist Officer w/Violence,9
Female,27,25 - 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,3
Male,47,Greater than 45,Caucasian,0,0,0,2,25,M,Battery,1
Male,46,Greater than 45,African-American,0,0,0,12,1,M,Pos Cannabis W/Intent Sel/Del,6
Male,27,25 - 45,Caucasian,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,5
Male,34,25 - 45,African-American,0,0,0,0,1,F,Felony Battery w/Prior Convict,9
Male,30,25 - 45,African-American,0,0,0,4,184,M,Driving License Suspended,7
Male,25,25 - 45,Caucasian,0,0,0,0,1,M,DUI Property Damage/Injury,2
